+-----+----------------------------------------------------+------------+------------+-------------+--------+----------------+------------+-----------+-----------------+------------------+-----------------------+----------------+----------------+---------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| idx | short_name                                         | start_ns   | end_ns     | duration_ns | stream | category       | grid       | block     | regs_per_thread | shared_mem_bytes | comm_algorithm        | comm_size_hint | transfer_bytes | transfer_kind | full_name                                                                                                                                                                                                |
| 539 | router_gemm_kernel_float_output                    | 4481648199 | 4481651111 | 2912        | 3488   | compute_kernel | (384,1,1)  | (128,1,1) | 64              | 16               |                       |                |                |               | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 540 | cvt_fp16_to_fp4                                    | 4481648775 | 4481650887 | 2112        | 7      | compute_kernel | (1,1,1)    | (512,1,1) | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 541 | device_kernel                                      | 4481650663 | 4481661703 | 11040       | 7      | compute_kernel | (1,4,1)    | (256,1,1) | 109             | 201728           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass:... |
| 542 | quantize_with_block_size                           | 4481651047 | 4481656423 | 5376        | 3488   | compute_kernel | (1,1,1)    | (512,1,1) | 30              | 0                |                       |                |                |               | void tensorrt_llm::kernels::quantize_with_block_size<(tensorrt_llm::BlockScaleQuantizationType)0, __nv_bfloat16, (int)16, (bool)0>(int, int, int, int, const T2 *, const float *, unsigned int *, uns... |
| 543 | routingIndicesBlockKernel                          | 4481655303 | 4481664743 | 9440        | 3488   | compute_kernel | (1,1,1)    | (384,1,1) | 40              | 4768             |                       |                |                |               | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev:... |
| 544 | act_and_mul_kernel                                 | 4481660583 | 4481663655 | 3072        | 7      | compute_kernel | (1,1,1)    | (256,1,1) | 32              | 0                |                       |                |                |               | void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)                                                                           |
| 545 | cvt_fp16_to_fp4                                    | 4481663847 | 4481665543 | 1696        | 7      | compute_kernel | (1,1,1)    | (32,1,1)  | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 546 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 4481664231 | 4481674311 | 10080       | 3488   | compute_kernel | (4,8,1)    | (512,1,1) | 128             | 202480           |                       |                |                |               | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                             |
| 547 | device_kernel                                      | 4481665319 | 4481670663 | 5344        | 7      | compute_kernel | (1,112,1)  | (256,1,1) | 81              | 218112           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::... |
| 548 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 4481669959 | 4481678023 | 8064        | 3488   | compute_kernel | (56,8,1)   | (512,1,1) | 128             | 184432           |                       |                |                |               | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 549 | finalizeKernel                                     | 4481676103 | 4481680359 | 4256        | 3488   | compute_kernel | (28,1,1)   | (256,1,1) | 32              | 0                |                       |                |                |               | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 550 | vectorized_elementwise_kernel                      | 4481680263 | 4481681895 | 1632        | 7      | compute_kernel | (7,1,1)    | (128,1,1) | 40              | 0                |                       |                |                |               | void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)                                                    |
| 551 | cross_device_reduce_1stage                         | 4481681799 | 4481690695 | 8896        | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 552 | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4481690151 | 4481693287 | 3136        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 553 | fused_a_gemm_kernel                                | 4481692775 | 4481700327 | 7552        | 7      | compute_kernel | (132,1,1)  | (256,1,1) | 48              | 197632           |                       |                |                |               | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 554 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481698119 | 4481702087 | 3968        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 119             | 12304            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o153615361_tensorptrbf16gmemalign16o15361_tensorptrbf16gmemalign128o153615361___True_4__0            |
| 555 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481700391 | 4481702183 | 1792        | 3488   | compute_kernel | (1,1,1)    | (128,1,1) | 32              | 4112             |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o5125121_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign128o5125121___True_4_512_0              |
| 556 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 4481702279 | 4481707783 | 5504        | 7      | compute_kernel | (96,1,1)   | (256,1,1) | 255             | 172552           |                       |                |                |               | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 557 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4481705895 | 4481709575 | 3680        | 7      | compute_kernel | (64,1,1)   | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 558 | RopeQuantizeKernel                                 | 4481709479 | 4481711751 | 2272        | 7      | compute_kernel | (1,81,1)   | (4,32,1)  | 43              | 0                |                       |                |                |               | void flashinfer::RopeQuantizeKernel<(bool)1, (unsigned int)16, (unsigned int)1, __nv_bfloat16, long, __nv_fp8_e4m3>(T4 *, T4 *, T4 *, T4 *, T6 *, T6 *, T6 *, T6 *, float *, T5 *, unsigned int, unsi... |
| 559 | set_mla_kv_buffer_kernel                           | 4481711623 | 4481713159 | 1536        | 7      | compute_kernel | (1,5,1)    | (128,1,1) | 16              | 0                |                       |                |                |               | set_mla_kv_buffer_kernel                                                                                                                                                                                 |
| 560 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 4481712775 | 4481722471 | 9696        | 7      | compute_kernel | (74,2,1)   | (512,1,1) | 128             | 161456           |                       |                |                |               | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 561 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 4481721575 | 4481725511 | 3936        | 7      | compute_kernel | (128,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 562 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4481723719 | 4481729991 | 6272        | 7      | compute_kernel | (112,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 563 | cross_device_reduce_1stage                         | 4481729863 | 4481737383 | 7520        | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 564 | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4481736967 | 4481739879 | 2912        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 565 | router_gemm_kernel_float_output                    | 4481739527 | 4481742631 | 3104        | 3488   | compute_kernel | (384,1,1)  | (128,1,1) | 64              | 16               |                       |                |                |               | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 566 | cvt_fp16_to_fp4                                    | 4481740071 | 4481742119 | 2048        | 7      | compute_kernel | (1,1,1)    | (512,1,1) | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 567 | device_kernel                                      | 4481741863 | 4481752807 | 10944       | 7      | compute_kernel | (1,4,1)    | (256,1,1) | 109             | 201728           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass:... |
| 568 | quantize_with_block_size                           | 4481742247 | 4481747527 | 5280        | 3488   | compute_kernel | (1,1,1)    | (512,1,1) | 30              | 0                |                       |                |                |               | void tensorrt_llm::kernels::quantize_with_block_size<(tensorrt_llm::BlockScaleQuantizationType)0, __nv_bfloat16, (int)16, (bool)0>(int, int, int, int, const T2 *, const float *, unsigned int *, uns... |
| 569 | routingIndicesBlockKernel                          | 4481746279 | 4481755207 | 8928        | 3488   | compute_kernel | (1,1,1)    | (384,1,1) | 40              | 4768             |                       |                |                |               | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev:... |
| 570 | act_and_mul_kernel                                 | 4481751719 | 4481754951 | 3232        | 7      | compute_kernel | (1,1,1)    | (256,1,1) | 32              | 0                |                       |                |                |               | void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)                                                                           |
| 571 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 4481754759 | 4481764871 | 10112       | 3488   | compute_kernel | (4,8,1)    | (512,1,1) | 128             | 202480           |                       |                |                |               | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                             |
| 572 | cvt_fp16_to_fp4                                    | 4481755527 | 4481757607 | 2080        | 7      | compute_kernel | (1,1,1)    | (32,1,1)  | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 573 | device_kernel                                      | 4481757127 | 4481762119 | 4992        | 7      | compute_kernel | (1,112,1)  | (256,1,1) | 81              | 218112           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::... |
| 574 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 4481760263 | 4481768519 | 8256        | 3488   | compute_kernel | (56,8,1)   | (512,1,1) | 128             | 184432           |                       |                |                |               | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 575 | finalizeKernel                                     | 4481766663 | 4481770887 | 4224        | 3488   | compute_kernel | (28,1,1)   | (256,1,1) | 32              | 0                |                       |                |                |               | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 576 | vectorized_elementwise_kernel                      | 4481770759 | 4481772391 | 1632        | 7      | compute_kernel | (7,1,1)    | (128,1,1) | 40              | 0                |                       |                |                |               | void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)                                                    |
| 577 | cross_device_reduce_1stage                         | 4481772263 | 4481780199 | 7936        | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 578 | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4481779655 | 4481782791 | 3136        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 579 | fused_a_gemm_kernel                                | 4481782247 | 4481789736 | 7489        | 7      | compute_kernel | (132,1,1)  | (256,1,1) | 48              | 197632           |                       |                |                |               | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 580 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481787975 | 4481791304 | 3329        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 119             | 12304            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o153615361_tensorptrbf16gmemalign16o15361_tensorptrbf16gmemalign128o153615361___True_4__0            |
| 581 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481789928 | 4481791592 | 1664        | 3488   | compute_kernel | (1,1,1)    | (128,1,1) | 32              | 4112             |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o5125121_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign128o5125121___True_4_512_0              |
| 582 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 4481791624 | 4481797288 | 5664        | 7      | compute_kernel | (96,1,1)   | (256,1,1) | 255             | 172552           |                       |                |                |               | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 583 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4481795528 | 4481799240 | 3712        | 7      | compute_kernel | (64,1,1)   | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 584 | RopeQuantizeKernel                                 | 4481799272 | 4481801128 | 1856        | 7      | compute_kernel | (1,81,1)   | (4,32,1)  | 43              | 0                |                       |                |                |               | void flashinfer::RopeQuantizeKernel<(bool)1, (unsigned int)16, (unsigned int)1, __nv_bfloat16, long, __nv_fp8_e4m3>(T4 *, T4 *, T4 *, T4 *, T6 *, T6 *, T6 *, T6 *, float *, T5 *, unsigned int, unsi... |
| 585 | set_mla_kv_buffer_kernel                           | 4481801192 | 4481802344 | 1152        | 7      | compute_kernel | (1,5,1)    | (128,1,1) | 16              | 0                |                       |                |                |               | set_mla_kv_buffer_kernel                                                                                                                                                                                 |
| 586 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 4481802088 | 4481811688 | 9600        | 7      | compute_kernel | (74,2,1)   | (512,1,1) | 128             | 161456           |                       |                |                |               | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 587 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 4481810952 | 4481814696 | 3744        | 7      | compute_kernel | (128,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 588 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4481813160 | 4481819080 | 5920        | 7      | compute_kernel | (112,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 589 | cross_device_reduce_1stage                         | 4481819112 | 4481826472 | 7360        | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 590 | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4481826088 | 4481829032 | 2944        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 591 | router_gemm_kernel_float_output                    | 4481828648 | 4481831976 | 3328        | 3488   | compute_kernel | (384,1,1)  | (128,1,1) | 64              | 16               |                       |                |                |               | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 592 | cvt_fp16_to_fp4                                    | 4481829224 | 4481831976 | 2752        | 7      | compute_kernel | (1,1,1)    | (512,1,1) | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 593 | device_kernel                                      | 4481831368 | 4481841992 | 10624       | 7      | compute_kernel | (1,4,1)    | (256,1,1) | 109             | 201728           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass:... |
| 594 | quantize_with_block_size                           | 4481831752 | 4481836424 | 4672        | 3488   | compute_kernel | (1,1,1)    | (512,1,1) | 30              | 0                |                       |                |                |               | void tensorrt_llm::kernels::quantize_with_block_size<(tensorrt_llm::BlockScaleQuantizationType)0, __nv_bfloat16, (int)16, (bool)0>(int, int, int, int, const T2 *, const float *, unsigned int *, uns... |
| 595 | routingIndicesBlockKernel                          | 4481835208 | 4481843784 | 8576        | 3488   | compute_kernel | (1,1,1)    | (384,1,1) | 40              | 4768             |                       |                |                |               | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev:... |
| 596 | act_and_mul_kernel                                 | 4481841000 | 4481844008 | 3008        | 7      | compute_kernel | (1,1,1)    | (256,1,1) | 32              | 0                |                       |                |                |               | void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)                                                                           |
| 597 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 4481843304 | 4481852456 | 9152        | 3488   | compute_kernel | (4,8,1)    | (512,1,1) | 128             | 202480           |                       |                |                |               | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                             |
| 598 | cvt_fp16_to_fp4                                    | 4481844168 | 4481846536 | 2368        | 7      | compute_kernel | (1,1,1)    | (32,1,1)  | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 599 | device_kernel                                      | 4481846248 | 4481851400 | 5152        | 7      | compute_kernel | (1,112,1)  | (256,1,1) | 81              | 218112           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::... |
| 600 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 4481848520 | 4481856648 | 8128        | 3488   | compute_kernel | (56,8,1)   | (512,1,1) | 128             | 184432           |                       |                |                |               | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 601 | finalizeKernel                                     | 4481854600 | 4481859016 | 4416        | 3488   | compute_kernel | (28,1,1)   | (256,1,1) | 32              | 0                |                       |                |                |               | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 602 | vectorized_elementwise_kernel                      | 4481858888 | 4481860520 | 1632        | 7      | compute_kernel | (7,1,1)    | (128,1,1) | 40              | 0                |                       |                |                |               | void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)                                                    |
| 603 | cross_device_reduce_1stage                         | 4481860424 | 4481875560 | 15136       | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 604 | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4481875016 | 4481878280 | 3264        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 605 | fused_a_gemm_kernel                                | 4481877768 | 4481885672 | 7904        | 7      | compute_kernel | (132,1,1)  | (256,1,1) | 48              | 197632           |                       |                |                |               | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 606 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481883528 | 4481887432 | 3904        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 119             | 12304            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o153615361_tensorptrbf16gmemalign16o15361_tensorptrbf16gmemalign128o153615361___True_4__0            |
| 607 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481885704 | 4481887464 | 1760        | 3488   | compute_kernel | (1,1,1)    | (128,1,1) | 32              | 4112             |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o5125121_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign128o5125121___True_4_512_0              |
| 608 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 4481887624 | 4481893096 | 5472        | 7      | compute_kernel | (96,1,1)   | (256,1,1) | 255             | 172552           |                       |                |                |               | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 609 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4481891368 | 4481895048 | 3680        | 7      | compute_kernel | (64,1,1)   | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 610 | RopeQuantizeKernel                                 | 4481894952 | 4481897352 | 2400        | 7      | compute_kernel | (1,81,1)   | (4,32,1)  | 43              | 0                |                       |                |                |               | void flashinfer::RopeQuantizeKernel<(bool)1, (unsigned int)16, (unsigned int)1, __nv_bfloat16, long, __nv_fp8_e4m3>(T4 *, T4 *, T4 *, T4 *, T6 *, T6 *, T6 *, T6 *, float *, T5 *, unsigned int, unsi... |
| 611 | set_mla_kv_buffer_kernel                           | 4481897256 | 4481898568 | 1312        | 7      | compute_kernel | (1,5,1)    | (128,1,1) | 16              | 0                |                       |                |                |               | set_mla_kv_buffer_kernel                                                                                                                                                                                 |
| 612 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 4481898184 | 4481908072 | 9888        | 7      | compute_kernel | (74,2,1)   | (512,1,1) | 128             | 161456           |                       |                |                |               | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 613 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 4481907336 | 4481911080 | 3744        | 7      | compute_kernel | (128,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 614 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4481909576 | 4481915496 | 5920        | 7      | compute_kernel | (112,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
