|   idx | short_name                                         |               start_ns |                 end_ns |    duration_ns |   stream | category             | grid             | block            | reg... | shared_me... | comm_algorithm | comm_si... | transfer_bytes | transfer_kind  | full_name                                                                                                                                                                                                |
|   501 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299773222608 |       3523299773225361 |           2753 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|   502 | triton_poi_fused_mul_silu_slice_0                  |       3523299773223856 |       3523299773226032 |           2176 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
|   503 | void at::native::vectorized_elementwise_kernel<... |       3523299773225712 |       3523299773228048 |           2336 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     32 |            0 |                |            |                |                | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
|   504 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299773226640 |       3523299773228305 |           1665 |     5518 | compute_kernel       | 128x1x1          | 16x1x1           |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   505 | void at::native::unrolled_elementwise_kernel<at... |       3523299773228368 |       3523299773231632 |           3264 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     30 |            0 |                |            |                |                | void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std... |
|   506 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299773228720 |       3523299773234192 |           5472 |     5518 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
|   507 | void moe::dev::routing::routingDeepSeek::routin... |       3523299773231760 |       3523299773236080 |           4320 |       23 | compute_kernel       | 1x1x1            | 384x1x1          |     32 |         3296 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingMainKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::routing::rout... |
|   508 | void moe::dev::routing::routingDeepSeek::routin... |       3523299773233360 |       3523299773238768 |           5408 |       23 | compute_kernel       | 8x1x1            | 384x1x1          |     40 |         3200 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingIndicesClusterKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::rou... |
|   509 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... |       3523299773238672 |       3523299773248401 |           9729 |       23 | compute_kernel       | 4x8x1            | 512x1x1          |    128 |       202240 |                |            |                |                | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedS_biasM_bN_ldgsts_tmaOpt_clmp_swiGlu_dynBatch_sm100f                                       |
|   510 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... |       3523299773244432 |       3523299773252144 |           7712 |       23 | compute_kernel       | 56x8x1           | 512x1x1          |    128 |       124672 |                |            |                |                | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedP2x1x2x3_biasM_bN_tmaOpt_clmp_dynBatch_sm100f                                                 |
|   511 | void moe::dev::finalize::finalizeKernel<moe::de... |       3523299773250577 |       3523299773254256 |           3679 |       23 | compute_kernel       | 28x1x1           | 256x1x1          |     32 |            0 |                |            |                |                | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
|   512 | triton_poi_fused_add_mul_0                         |       3523299773254576 |       3523299773255920 |           1344 |       23 | compute_kernel       | 7x1x1            | 128x1x1          |     26 |            0 |                |            |                |                | triton_poi_fused_add_mul_0                                                                                                                                                                               |
|   513 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299773255952 |       3523299773266992 |          11040 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   514 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299773267312 |       3523299773285105 |          17793 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   515 | triton_poi_fused_1                                 |       3523299773285425 |       3523299773286896 |           1471 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     40 |            0 |                |            |                |                | triton_poi_fused_1                                                                                                                                                                                       |
|   516 | triton_red_fused_2                                 |       3523299773287313 |       3523299773289649 |           2336 |       23 | compute_kernel       | 2x1x1            | 512x1x1          |     20 |           64 |                |            |                |                | triton_red_fused_2                                                                                                                                                                                       |
|   517 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299773289968 |       3523299773295472 |           5504 |       23 | compute_kernel       | 96x1x1           | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   518 | triton_poi_fused_add_clone_copy_expand_index_mu... |       3523299773295792 |       3523299773297713 |           1921 |       23 | compute_kernel       | 2x1x1            | 128x1x1          |     56 |            0 |                |            |                |                | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
|   519 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... |       3523299773298033 |       3523299773300240 |           2207 |       23 | compute_kernel       | 1x1x1            | 512x1x1          |     30 |            0 |                |            |                |                | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
|   520 | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                  |       3523299773300560 |       3523299773303473 |           2913 |       23 | compute_kernel       | 64x1x1           | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                        |
|   521 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... |       3523299773303953 |       3523299773305617 |           1664 |       23 | compute_kernel       | 18x1x1           | 128x1x1          |     32 |            0 |                |            |                |                | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
|   522 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... |       3523299773305777 |       3523299773314801 |           9024 |       23 | compute_kernel       | 74x2x1           | 512x1x1          |    128 |       161456 |                |            |                |                | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
|   523 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299773315121 |       3523299773318833 |           3712 |       23 | compute_kernel       | 128x1x1          | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   524 | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                  |       3523299773319153 |       3523299773324368 |           5215 |       23 | compute_kernel       | 112x1x1          | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                        |
|   525 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299773324240 |       3523299773332496 |           8256 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   526 | memcpy32_post                                      |       3523299773332913 |       3523299773334192 |           1279 |       23 | memory_transfer      | 14x1x1           | 256x1x1          |     16 |            0 |                |            |                | kernel_memcpy  | memcpy32_post                                                                                                                                                                                            |
|   527 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299773334512 |       3523299773345424 |          10912 |       23 | compute_kernel       | 48x1x1           | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   528 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299773334545 |       3523299773337393 |           2848 |     5518 | compute_kernel       | 128x1x1          | 448x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   529 | _ZN7cutlass13device_kernelIN10flashinfer4gemm57... |       3523299773337488 |       3523299773346833 |           9345 |     5518 | compute_kernel       | 1x8x1            | 256x1x1          |     81 |       218112 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm57DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collecti... |
|   530 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299773345872 |       3523299773348816 |           2944 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|   531 | triton_poi_fused_mul_silu_slice_0                  |       3523299773347120 |       3523299773349456 |           2336 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
|   532 | void at::native::vectorized_elementwise_kernel<... |       3523299773349136 |       3523299773351825 |           2689 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     32 |            0 |                |            |                |                | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
|   533 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299773350129 |       3523299773352017 |           1888 |     5518 | compute_kernel       | 128x1x1          | 16x1x1           |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   534 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299773351792 |       3523299773356401 |           4609 |     5518 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
|   535 | void at::native::unrolled_elementwise_kernel<at... |       3523299773352305 |       3523299773357137 |           4832 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     30 |            0 |                |            |                |                | void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std... |
|   536 | void moe::dev::routing::routingDeepSeek::routin... |       3523299773357361 |       3523299773362064 |           4703 |       23 | compute_kernel       | 1x1x1            | 384x1x1          |     32 |         3296 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingMainKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::routing::rout... |
|   537 | void moe::dev::routing::routingDeepSeek::routin... |       3523299773358897 |       3523299773364785 |           5888 |       23 | compute_kernel       | 8x1x1            | 384x1x1          |     40 |         3200 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingIndicesClusterKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::rou... |
|   538 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... |       3523299773364688 |       3523299773374417 |           9729 |       23 | compute_kernel       | 4x8x1            | 512x1x1          |    128 |       202240 |                |            |                |                | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedS_biasM_bN_ldgsts_tmaOpt_clmp_swiGlu_dynBatch_sm100f                                       |
|   539 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... |       3523299773370417 |       3523299773378065 |           7648 |       23 | compute_kernel       | 56x8x1           | 512x1x1          |    128 |       124672 |                |            |                |                | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedP2x1x2x3_biasM_bN_tmaOpt_clmp_dynBatch_sm100f                                                 |
|   540 | void moe::dev::finalize::finalizeKernel<moe::de... |       3523299773376561 |       3523299773380337 |           3776 |       23 | compute_kernel       | 28x1x1           | 256x1x1          |     32 |            0 |                |            |                |                | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
|   541 | triton_poi_fused_add_mul_0                         |       3523299773380497 |       3523299773381873 |           1376 |       23 | compute_kernel       | 7x1x1            | 128x1x1          |     26 |            0 |                |            |                |                | triton_poi_fused_add_mul_0                                                                                                                                                                               |
|   542 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299773381873 |       3523299773389904 |           8031 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   543 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299773390321 |       3523299773409169 |          18848 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   544 | triton_poi_fused_1                                 |       3523299773409489 |       3523299773410961 |           1472 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     40 |            0 |                |            |                |                | triton_poi_fused_1                                                                                                                                                                                       |
|   545 | triton_red_fused_2                                 |       3523299773411409 |       3523299773413489 |           2080 |       23 | compute_kernel       | 2x1x1            | 512x1x1          |     20 |           64 |                |            |                |                | triton_red_fused_2                                                                                                                                                                                       |
|   546 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299773413809 |       3523299773418865 |           5056 |       23 | compute_kernel       | 96x1x1           | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   547 | triton_poi_fused_add_clone_copy_expand_index_mu... |       3523299773419185 |       3523299773421297 |           2112 |       23 | compute_kernel       | 2x1x1            | 128x1x1          |     56 |            0 |                |            |                |                | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
|   548 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... |       3523299773421617 |       3523299773424113 |           2496 |       23 | compute_kernel       | 1x1x1            | 512x1x1          |     30 |            0 |                |            |                |                | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
|   549 | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                  |       3523299773424465 |       3523299773427217 |           2752 |       23 | compute_kernel       | 64x1x1           | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                        |
|   550 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... |       3523299773427537 |       3523299773429073 |           1536 |       23 | compute_kernel       | 18x1x1           | 128x1x1          |     32 |            0 |                |            |                |                | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
|   551 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... |       3523299773429105 |       3523299773438129 |           9024 |       23 | compute_kernel       | 74x2x1           | 512x1x1          |    128 |       161456 |                |            |                |                | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
|   552 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299773438449 |       3523299773441841 |           3392 |       23 | compute_kernel       | 128x1x1          | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   553 | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                  |       3523299773442161 |       3523299773447409 |           5248 |       23 | compute_kernel       | 112x1x1          | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                        |
|   554 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299773447697 |       3523299773455665 |           7968 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   555 | memcpy32_post                                      |       3523299773456273 |       3523299773457553 |           1280 |       23 | memory_transfer      | 14x1x1           | 256x1x1          |     16 |            0 |                |            |                | kernel_memcpy  | memcpy32_post                                                                                                                                                                                            |
|   556 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299773457905 |       3523299773468785 |          10880 |       23 | compute_kernel       | 48x1x1           | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   557 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299773457937 |       3523299773460433 |           2496 |     5518 | compute_kernel       | 128x1x1          | 448x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   558 | _ZN7cutlass13device_kernelIN10flashinfer4gemm57... |       3523299773460561 |       3523299773469937 |           9376 |     5518 | compute_kernel       | 1x8x1            | 256x1x1          |     81 |       218112 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm57DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collecti... |
|   559 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299773469233 |       3523299773472177 |           2944 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|   560 | triton_poi_fused_mul_silu_slice_0                  |       3523299773470417 |       3523299773472177 |           1760 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
|   561 | void at::native::vectorized_elementwise_kernel<... |       3523299773472497 |       3523299773474993 |           2496 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     32 |            0 |                |            |                |                | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
|   562 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299773473041 |       3523299773474705 |           1664 |     5518 | compute_kernel       | 128x1x1          | 16x1x1           |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   563 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299773474929 |       3523299773479537 |           4608 |     5518 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
|   564 | void at::native::unrolled_elementwise_kernel<at... |       3523299773475569 |       3523299773482481 |           6912 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     30 |            0 |                |            |                |                | void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std... |
|   565 | void moe::dev::routing::routingDeepSeek::routin... |       3523299773482449 |       3523299773487185 |           4736 |       23 | compute_kernel       | 1x1x1            | 384x1x1          |     32 |         3296 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingMainKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::routing::rout... |
|   566 | void moe::dev::routing::routingDeepSeek::routin... |       3523299773484209 |       3523299773489617 |           5408 |       23 | compute_kernel       | 8x1x1            | 384x1x1          |     40 |         3200 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingIndicesClusterKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::rou... |
|   567 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... |       3523299773489329 |       3523299773498673 |           9344 |       23 | compute_kernel       | 4x8x1            | 512x1x1          |    128 |       202240 |                |            |                |                | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedS_biasM_bN_ldgsts_tmaOpt_clmp_swiGlu_dynBatch_sm100f                                       |
|   568 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... |       3523299773494801 |       3523299773502353 |           7552 |       23 | compute_kernel       | 56x8x1           | 512x1x1          |    128 |       124672 |                |            |                |                | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedP2x1x2x3_biasM_bN_tmaOpt_clmp_dynBatch_sm100f                                                 |
|   569 | void moe::dev::finalize::finalizeKernel<moe::de... |       3523299773500817 |       3523299773504593 |           3776 |       23 | compute_kernel       | 28x1x1           | 256x1x1          |     32 |            0 |                |            |                |                | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
|   570 | triton_poi_fused_add_mul_0                         |       3523299773505073 |       3523299773506577 |           1504 |       23 | compute_kernel       | 7x1x1            | 128x1x1          |     26 |            0 |                |            |                |                | triton_poi_fused_add_mul_0                                                                                                                                                                               |
|   571 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299773506577 |       3523299773513329 |           6752 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   572 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299773513681 |       3523299773532177 |          18496 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   573 | triton_poi_fused_1                                 |       3523299773532497 |       3523299773534129 |           1632 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     40 |            0 |                |            |                |                | triton_poi_fused_1                                                                                                                                                                                       |
|   574 | triton_red_fused_2                                 |       3523299773534449 |       3523299773536497 |           2048 |       23 | compute_kernel       | 2x1x1            | 512x1x1          |     20 |           64 |                |            |                |                | triton_red_fused_2                                                                                                                                                                                       |
|   575 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299773536817 |       3523299773542033 |           5216 |       23 | compute_kernel       | 96x1x1           | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   576 | triton_poi_fused_add_clone_copy_expand_index_mu... |       3523299773542353 |       3523299773544369 |           2016 |       23 | compute_kernel       | 2x1x1            | 128x1x1          |     56 |            0 |                |            |                |                | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
|   577 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... |       3523299773544913 |       3523299773547249 |           2336 |       23 | compute_kernel       | 1x1x1            | 512x1x1          |     30 |            0 |                |            |                |                | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
|   578 | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                  |       3523299773547601 |       3523299773550673 |           3072 |       23 | compute_kernel       | 64x1x1           | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                        |
|   579 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... |       3523299773551121 |       3523299773553009 |           1888 |       23 | compute_kernel       | 18x1x1           | 128x1x1          |     32 |            0 |                |            |                |                | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
