# GPU Operations Trace - nvidia/Kimi-K2.5-NVFP4 on vLLM (GPU 0)
# Trace: trace-vllm-nvidia__Kimi-K2.5-NVFP4-tp_8-isl_4-osl_1024-b_1-mode_kimi_k25_nvfp4_b200.sqlite
# Total ops on device 0: 89772 | Showing last 1000 (steady-state)
# Time window: 731620171 .. 778401251 ns
# Categories: {'compute_kernel': 920, 'communication': 68, 'memory_transfer': 12}
#
+-----+----------------------------------------------------+-----------+-----------+-------------+--------+-----------------+-------+-------+------+--------+-----------+-----------+------------+-----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| idx | short_name                                         | start_ns  | end_ns    | duration_ns | stream | category        | grid  | block | regs | shmem  | comm_algo | comm_size | xfer_bytes | xfer_kind | full_name                                                                                                                                                                                                |
| 363 | triton_poi_fused__to_copy_cat_clamp_mul_reciproc.. | 732851276 | 732853067 | 1791        | 23     | compute_kernel  | 18    | 128   | 16   | 0      |           |           |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 364 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPe.. | 732853068 | 732862572 | 9504        | 23     | compute_kernel  | 74x2  | 512   | 128  | 161456 |           |           |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 365 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 732862284 | 732865996 | 3712        | 23     | compute_kernel  | 128   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 366 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 732864972 | 732870156 | 5184        | 23     | compute_kernel  | 112   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 367 | allreduce_fusion_kernel_oneshot_lamport            | 732868748 | 732875884 | 7136        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 368 | router_gemm_kernel_float_output                    | 732876204 | 732879564 | 3360        | 23     | compute_kernel  | 384   | 128   | 64   | 16     |           |           |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 369 | vectorized_elementwise_kernel                      | 732876492 | 732877708 | 1216        | 3649   | compute_kernel  | 14    | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 370 | cvt_fp16_to_fp4                                    | 732878220 | 732880300 | 2080        | 3649   | compute_kernel  | 128x2 | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 371 | vectorized_elementwise_kernel                      | 732879884 | 732882252 | 2368        | 23     | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                        |
| 372 | device_kernel                                      | 732880268 | 732889196 | 8928        | 3649   | compute_kernel  | 1x8   | 256   | 81   | 218112 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_4_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::g.. |
| 373 | cvt_fp16_to_fp4_sf_major                           | 732882732 | 732885452 | 2720        | 23     | compute_kernel  | 1x2   | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, (bool)0>(int, int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                               |
| 374 | vectorized_elementwise_kernel                      | 732885900 | 732887788 | 1888        | 23     | compute_kernel  | 1     | 128   | 32   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3) |
| 375 | routingIndicesBlockKernel                          | 732887980 | 732895660 | 7680        | 23     | compute_kernel  | 1     | 384   | 40   | 4768   |           |           |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::.. |
| 376 | triton_poi_fused_mul_silu_slice_0                  | 732889676 | 732891820 | 2144        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 377 | vectorized_elementwise_kernel                      | 732892268 | 732893356 | 1088        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 378 | cvt_fp16_to_fp4                                    | 732894028 | 732895468 | 1440        | 3649   | compute_kernel  | 128   | 32    | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 379 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512.. | 732895532 | 732905068 | 9536        | 23     | compute_kernel  | 4x8   | 512   | 128  | 202240 |           |           |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_tma_tmaSf_rgTma_clmp_swiGlu_dynB_sm100f                                         |
| 380 | device_kernel                                      | 732895788 | 732904044 | 8256        | 3649   | compute_kernel  | 1x56  | 256   | 109  | 201728 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::.. |
| 381 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_.. | 732901388 | 732909260 | 7872        | 23     | compute_kernel  | 56x8  | 512   | 128  | 184432 |           |           |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 382 | finalizeKernel                                     | 732907628 | 732911788 | 4160        | 23     | compute_kernel  | 28    | 256   | 32   | 0      |           |           |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 383 | triton_poi_fused_add_mul_0                         | 732912140 | 732913739 | 1599        | 23     | compute_kernel  | 7     | 128   | 26   | 0      |           |           |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 384 | allreduce_fusion_kernel_oneshot_lamport            | 732913740 | 732922028 | 8288        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 385 | fused_a_gemm_kernel                                | 732922348 | 732929740 | 7392        | 23     | compute_kernel  | 132   | 256   | 48   | 197632 |           |           |            |           | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 386 | triton_poi_fused_1                                 | 732930060 | 732931628 | 1568        | 23     | compute_kernel  | 1     | 128   | 47   | 0      |           |           |            |           | triton_poi_fused_1                                                                                                                                                                                       |
